Görüş,Durum
Hızlı ve sağlam kargolama. İlk deneme sonucu bulaşıklar pırıl pırıl. Herkese Teşekkürler.,1
Güzel ürün,1
Ürün gayet iyi fakat örneğin latteye üzerine süsleme yapmak istediğinizde köpük onu taşıyamıyor ama micro köpük yapabilseydi taşırdı sanırım siz de bir deneyebilir misiniz acaba kullandığım sütle falan mı alakalı,1
zamanında teslim edildi gayet iyi bir ürün,1
Ürün araştırmalara ve yorumlara göre mükemmel. 2 gün oldu alalı ama hala kargoya verilmedi.Aramızda mağazaylla 25dakika var ama sokak yasağı yüzünden gidemedim.2 güne gelmezse para iadesi yapacağıö,2
Midler idare eder,bass ve tizler cok yeterdiz.Üst kalite bir ses kalitesi asla sunmuyor.Üst seviye bir bluetooth kulaklik alarak müzik calara baglamak daha iyi olurdu.Müzikte kalite icin citayi biraz yükseltmek gerekiyor.,2
TKM 9961 telve makinesi karıştırma yapmıyor, sonuç hüsran...Dizaynı, görünümüne öncelik verilmiş, tavsiye etmiyorum.,0
urun kalite kelimesiyle yanyana bile değil.,0
Almadan once yorumlarini okumustum bi yorumda fare gibi pesinizden gelir yaziyodu gercekten oyle kucucuk bu fiyata alabileceginiz en iyi urun borulari cok kalitesiz eski supurgemin borusu uyumlu geldi onu taktim,1
sorunsuz alışveriş oldu teşekkür ederim,1
Arcelikten iyi.,1
29 Haziranda sipariş verdim 8 Temmuzda adresime ulaştı. Arkadaşların tavsiyesi üzerine bunu tercih ettik.13 yıldır kullandığımiz Arçelik marka sü pürge baya kahrımızı çekmişti.Bu o kadar zaman dayanırmı bilemem.Süpürgeden şimdilik memnunuz. Eşim bu işlerden anladığı için sordum gayet memnunum sıkıntı yok dedi. Hem yerli hem de fiyatının da uygun olması nedeniyle tercih ettik. Tavsiye edeceğimiz bir ürün. Hempsiburadaya teşekkür ederiz biraz geç geldi ama olsun. Kendilerinden kaynaklanmadığı araya bayram girmesi ve ürünün kargoda beklemesi nedeniydi.,2
3-4 yıldır kullanıyoruz, çekişi çok güçlü, ev haricinde ayrıca üfleme özelliğiyle temizlik işleri için araba ve bilgisayar kasası temizliğinde de kullanıyoruz. Tek 0 tarafı bence gürültüsü. Terazinin 1 tarafı ağır basıyor bana göre.,1
Sorunsuz ulaştı.,1
Daha öncede sandisk bellek kullandım. Hatta bunun daha önceki versiyonuydu 2 yıl önce 128gb olarak almıştım. Onu kaybedince bunu aldım ama anahtarlık plastiği o kadar dandik ve zayıf ki çıt diye kırılacak gibi. Bunu da kaybetmek beni hiç şaşırtmayacak. Okuma yazma hızı daha öncekine göre pahalı olmasına rağmen daha yavaş. Kısacası tavsiye etmem.,0
Fiyat performans olarak çok makul bir ürün. Buz da kirabiliyor bence bu önemli. Bir büyük bir de küçük boy haznesi var. Sabahları işe giderken küçük haznede smoothie yapıp yanımda götürebiliyorum. Sadece smoothie değil içine sıvı koyduğumuz durumlarda her malzeme için kullanılabilir.,1
Avantajlar : Buhar çıkışı<br />Dezavantajlar : Gürültülü olması<br />Üründen genel olarak çok memnunum sadece çok gürültülü çalışıyor,1
çok güzell küçük şişesi tamamen parçalıyor ama büyükte bazılarını parçalayamıyabiliyor,1
Gayet güzel bir ürün. Bu fiyat için fazla iyi hatta.,1
ürün güzel fakat plastik kalitesi kötü. genede bu fiyata güzel bir urun,2
ütü gerçekten parasının hakkını fazlasıyla verir ben çok memnunum. Buharını ben yeterli buldum.ev için alacaksanız sizi yarı yolda bırakmaz ütüyü gerçekten çok beğendim.philipsten şaşmayın ihtiyacınız varsa hiç düşünmeden alınnnnnnnn...,1
Teşekkürler hıc bır sıkıntısı yok gayet guzel alışverişi guvenebişirsiniz,1
Güzel ütü hemen buhar basmaya başlıyor parasını hakediyor,1
Eşime aldım gayet memnun kaldı..,1
Alip bir kenara atacaginiz turden bir ürün. Fiyat cok ucuz o yuzden cok da mirinkirin etmeyecegim ama icerde goruntu hic basarili degil. bosa alinmis bir urun oldu benim icin.,0
Yanlış anlaşılma olmasın 8 gb olan ram değeridir. Ekran kartı paylaşımlı 1.6 gb. Windows 7 kurulu geldi.,2
Fiyatına göre iyi kiple plastik olduğu için diğer modellere göre afif tek sıkıntısı şeffaf kapağı oda çok ince olduğu için yerine takarken bi tarafını kırdım orasına dikkat edin bence taktıktan sonra çıkarmaya uğraşmayın gene kırılıyor,1
ürünle alakalı sorunumuz yok ancak mağaza ve kargo şirketinin ortak sorumsuzluğu sonucu Kahramanmaraştan aynı ürünü sipariş eden birinin faturası bana, benimki de ona gönderilmiş. kabul edilebilir bir hata değil. N11 ve satıcı mağazanın bu soruna kuru bir özürle dönüş yapmaları asla hafifletici bir neden olamaz. muhtemelen bu son alışverişimiz olacak.,0
Makinayı ilk defa aldım, insan içine bir yemek kitabı koyar Nasıl kullanacağım bilmiyorum. Başka bir markanın yemek kitabını buldum İnşallah uyar,,2
Alalı 2 hafta oldu. Ancak bilgisayara taktığımda görünmüyor. Sanırım çabuk arızalamdı.,0
Severek kullanıyorum beklediğim gibi geldi.,1
Zamanında hızlı kargo ve kaliteli ürün kesinlikle şüphe etmeden alabilirsiniz,1
Ürün görünüşü gayet şık güzel henüz kullanmadım ama 3+1 yıl garantisi var umarım iyidir.,1
Yıllar önce bu markayı almayıp yerine daha uygun fiyatlı bir cihaz almıştık. Eşimin uzun ısrarı sonucu Philipsi aldık. Sanıyorum evliliğimizde eşimi en çok mutlu eden hediye bu oldu 😊 Cihaz buram buram kalite kokuyor, çekinmeden alın. Bu seride ek 2 3 başlık daha var. Almışken bu seriyi tercih edin. Sonra başlıkları ek olarak al amk isterseniz 100 150 den başlıyor. (NOT: İlk kullanımda temizlik ne demekmiş çok net anladık),1
ürün anlatıldığı gibi inşallah uzun yıllar sorunsuz kullanırız.,1
Sinbo elektrikli ocak cok geç pisiriyor. Termostati hemen atiyor. Yemek pisirmek icin yeterli isiyi vermiyor. Bana kullanışlı gelmedi.,0
Fiyata baktığımızda bu ürünü alan kişi klima etkisi beklerse haklıdır. Yalnız unutmayın , hava sirkülasyonu yapan hiçbir cihaz klima etkisi vermeyecektir. Ürünü kullandım , biraz sesli diyebiliriz ama muadillerine göre çok normal. Odayı soğutmuyor , buzlu su ve buz aküsü olan kapla bile hava sıcaklığı 29 dereceyken 24-25 e düşebildi. Yaklaşık 30 dakika boyunca bu şekilde çalışabildi. Normal oda sıcaklığının 23 derece olduğunu düşünürsek , çok kötü bir performans değil. Yalnız tekrar edeyim ki klima performansı beklemeyin.,2
okadar kaliteli değil,0
İdare eder fakat kalıcılık iyi değil gibi,2
iyi bir ürün güzel kaliteli,2
Cok kullanışlı ve şık hızlı teslimat içinde tesekkurler,1
Çok beğendim tam istediğim kalitede ✋,1
bu fiyata fena değil ancak bütçeyi biraz daha arttırıp daha üst modellerine yönelinebilir,2
Firini yeni kurdular firin kapagini acar acmaz kalitesiz iscilik ve malzeme kendini o kadar belli ettiki keske almasaydim dedim firin kapaginin kenarlarindaki kaucuk yerine oturmuyor kalitesiz bir urun,0
Ürün cam menteşeleri eğik yani defolu,0
1 gün geçmeden kırdım attım,0
ürün 5ghz de söylenildiği kadar çekim kalitesi yükşek değil pek memnun kalmadım,2
anlatıldığı gibi,2
Supürme başlığı ışıklı olmasından dolayı sapında kablo gecen bir kısım var ve tutma ve kavramada sorun yaratıyor.Süpürme başlığının tekerlekleri ve başlık çok büyük. Döndürme ve yanaşma ve koltuk altlarında sorun yaratıyor.Dha önce de 2 philips süpürgem vardı ve çekiş gücü onlara göre daha artmış olması gerekirken yeterli düzeyde değil zayıf. Memnun kalmadım. İade etmek istiyorum. :(,0
Tamam urun is yapiyor . Ama ne calistigini belli eden bi isik yaniyor ne baska bisey. ayrica 3. kullanimda kapak kulpu elimde kaldi :),2
bu ürün yıllara meydan okur kullanan çok arkadaşım var tefal kalitesi 👍,1
ön ucu devamli çıkıp düşüyor,buda cok sinir bozucu bir durum..kilitli yapabilirlerdi.emici bolumu cok ufak ..bekledigim gibi cikmadi..,0
Performansı yüksek. Ama kızaklı yapı birinci yılın sonunda gevşedi, porta takarken tırnakla tutup ittirmek gerekiyor.,2
1 yönleri: Guzel urun,1
İşyerleri için birebir ve ideal hem ucuz hem saglam bir ürün ayrıca çok hızlı ve pratik bir ürün çayi da gayet güzel oluyor ben is yerim için aldım ve kullanıyorum gayet memnunum markasindan dolayi basta tereddüt etmistim ama ürün geyet güzel çıktı tavsiye ederim ...,1
Ürün resimdeki ile aynı değil,0
çok hızlı geldi. tavsiye ederim güzel ürün,2
Klimanın montajı esnasında şahsen servis personelinin yanında değilim. Ev halkını kandırıp evin en kör ve en zahmetsiz bağlanabilecek noktasına yalandan bağlayıp gitmişler. Klimanın hiç bir etkisi yoktu... Tabi bu durumda klimanın yer değişimi için çağrı merkezini arayarak tekrardan başka bir servis talep ettim; sök-tak için 300TL masraf istediler, tamam, kabul dedim. Gelecek ekip beni aradı; ''beyefendi sök-tak yapılacak klimaya gaz basacağız, bakır borunun değişmesi lazım 850TL masraf var'' dedi. Sıfır klimanın borusu mu değişir gazı mı değişir dedim, ''prosedür böyle dedi''. Dedim ki; ''usta sen gel sadece sök takını yap, boru değiştirme gaz da istemiyorum, bu klima bir gün bile çalıştırılmadı'' dedim, zorlayınca tamam dedi. aynı ''yetkili servis'' ustamız yarım saat sonra mesaj attı;''mesaimiz bitti, paydos ettik; çağrı merkezi ile görüşün'' diyor ki saat 14.15... dört gün boyunca, sadece yetkili servisin sök tak yapması için rica minnet bin bir uğraşla en sonunda torpille araya adam sokarak yetkili servisimizi eve teşrif ettirebildik... Şu an klima evimin salonunun güzel bir yerinde takılı halde. Klimanın soğutması çok güzel ve odayı anında buz gibi yapıyor ancak bu klimanın servisi tam bir rezalet, tam bir facia. Bakın klima güzel, satıcı firma da çok iyi ama servis rezalet. Şahsen bir daha klima alacak olsam bu markanın, yan ve asil ürünlerinin hiç bir şekilde yanından dahi geçmem. İki yıldızı servis yüzünden kırdım...,2
ÜRÜNDE HIZLI ŞARJ ÖZELLİĞİ YOK DIĞER MODELLERINDE BAZILARINDA VAR ALIRKEN DIKKAT EDIN ACIKLAMAYA YANLISLIKLA YAZMISLAR 3 AMPER CIKIS AMA YANLIS GÖNDERİLEN URUN 2.4 AMPER VE HIZLI ŞARJI DESTEKLEMIYO ORNEK S6 A5 2016 NOTE 5 GIBI HIZLI SARJ DESTEGI OLAN TELEFONLARINIZ VARSA BU ÜRÜNÜ ALMANIZI TERCIH ETMEM .URUN KALITE OLARAK GAYET GUZEL AMA.,2
Sürekli kullandığım ve en tutucu taft ürünü. Taft in power age ve power caffein ürünlerini de buna ek olarak kullanıyorum ancak onların tutuculuğu bu ürün kadar iyi değil, rüzgarlı havalar için en ideal ürün bu. Hoş ağır olmayan bir kokusu var. Fiyatının hakkını veriyor açıkçası, saçta kalıntı bırakmıyor ve kolay şekilde çıkıyor. Ayrıca ürünleri alırken her zaman kozmetikburada satıcısından alıyorum. Hem fiyatları çok uygun oluyor hem de ürünleri hep koruma plastigi ile güzelce sararak gönderiyorlar.,2
1,5 yıl önce ofisimize aldık. Yoğun kullanıma rağmen hiçbir sorun yaşamadık.,1
Beş para etmez.İki ayda bozuldu. Servise verdim bir aydır parça gelmesi bekleniyor ve halen gelmedi. Sakın almayın.,0
Evde ekşi maya ekmek yapmakta kolaylık olması için aldım. Haftada 2 kere hamur yoğurmak belimi aşırı derecede yoruyordu. Makinenin bir küçük versiyonunu yazlık evim için satın almıştım, ve memnundum. 4 aydır kullandığım bu makinede ise hamur karıştırma aparatının tasarımı oldukça hatalı. Hamuru yoğurmuyor; bunun yerine hamuru ilk fırsatta top haline getirip kendi etrafında döndürmeye başlıyor. Bu da ekmek veyahut hamur işlerinin olmazsa olmazı olan yoğurma işlemini gerçekleştirmek konusunda önemli bir acziyet ortaya çıkarıyor. Top haline gelip kendi etrafında dönen bir hamurun yoğrulması söz konusu değil. Bunun dışında pedal aparatının da yeteri kadar efektif çalıştığını iddia edemeyeceğim; kenarlarla arasında ciddi bir mesafe var ve dolaylı olarak bir süre sonra aparat kendi kendine dönerken kenarda ve dipte karışmamış malzemeler kalıyor. Neyse ki çırpma aparatı düzgün çalışıyor. Maalesef tavsiye edemiyorum bu cihazı.,0
mağaza yorumunu okuyabilirsiniz,0
Ya bi kablo gönderiyorsunuz telefonu algılamıyor.Kablosu cok berbat ve sarji yavas dolduruyor,0
harika bir supurge elime iki gunde ulasti hepsi burada nokta coma teşekkürler,2
Ben bu makineyi 6 senedir kullanıyor ve çok memnunum anneme aldım aynısını tereddüt etmeden alabilirsiniz en önemlisi arçelik beko garantisi altında,1
çok severek kullanıyorum.corbalari çok iyi eziyor.dograyicisi da bir okadar guzel ve keskın.tavsiye ederim,1
1 yönleri: Ben çok memnun kaldım evde köpeğin var çok toz kalmasını istemiyordum bu ürün mükemmel çekiyor tozları bir kere evi süpürünce göreceksiniz.,1
Benimde yuvasi surekli yerinden cikiyor ne yabmaliyim lutfen bi fikir verin,0
Emiş gücü iyi.her yüzey için farklı aparatı var.spariş verdikten 3gün sonra elimize ulaştı.kullanıllı bir ürün.,1
2.kez alıyorum memnunum,1
gayet iyi bir ürün, kullanımı güzel, kendisi şık.,1
Mağaza sitede belirtildiği gibi ürünü iki gün içinde kargo şirketine verdi.Kargo şirketide ürünü beş gün içinde getirdi ürün toplamda elimize yedi günde ulaştı.Horoz lojistikte geçen beşgün sürenin yani toplamda yedi günde teslim edilmesini fazla olarak değerlendiriyorum.,1
Çok hışırtı yapıyor. Ürün,0
8 aydır çok severek kullanıyordum fakat tahimince kablosundakı kablosundakı temassızlık yüzünden bozuldu.,2
Ürün bana geldi ilk haftalarda sorunsuzdu ama sonradan kullanılamaz hale geldi Seagate tavsiye etmiyorum.,0
Pahalı bir ürün almaktansa uygun fiyata hemde kaliteli bir ürün aldım. Aç-Kapa düğmesi, taşıma yeri ve toz haznesinin filtresini çıkarmak çok kolay ve diğer süpürgeler gibi kolay da kırılacak gibi değil. Ayrıca filtreyi değiştirmek gerektiğinde oto parçacıdan polen filtresi alınabilir aynı işlemi görüyor ve böylece daha ucuza mal edilebiliyor. :) Çekim gücüde çok iyi.,1
ücretine göre iyi bir usb is yapar.,2
Ürünü Kozmetikburada satıcısından aldım. 2 tane sipariş ettim güzel sarılmıştı, hasar almayacak şekilde. Ürünler geldiğinde şişelerde vuruktan kaynaklı ezilmeler vardı ve püskürtme başlığının aşağı çöken tarafındaki güvenlik plastiği kopmuş bi şekilde geldi ikisi de. Yani ikisi de sıkılmış veya kullanılmış. Satıcıyı önermem. Farklı satıcılardan alabilirsiniz. Ürüne gelecek olursam gerek tutuculuğu ve gerekse de kalıcılığıyla çabuk dağılan saçlar için birebir. Saçı ağırlaştırmayan bir yapıya sahip. Şu an piyasadaki en kaliteli spreylerden diyebilirim. Kaliteli kuaförlerin de kullandığı taft modeli Ultimate 6'dır, onun bilgisini de vermiş olayım.,2
Rengine bayıldım çok güzel teşekkürler hızlı kargo .,1
Ürünüm çok güzel bana ulaştı fiyatta çok uygun teşekkürler,1
Şişesi cam değil plastik.,2
En uygun fiyatı burda buldum,hediye almıştım sorunsuz çalışıyor memnun kaldılar,1
Kullanım aşamasında fazla ısınıyor ve ayrıca chaza takılıyken çok fazla pil kullanımı yapıyor. Onun dışında küçük, ergonomik güzel bir ürün. OTG usb anlamında başarılı,2
1 yönleri: İlgi alaka mükemmelz ürün çok guzel,1
Çok üst düzey birşey beklemeyin orta seviye bir kulaklık üst kısmı biraz sert,2
MEMNUNUZ . TAVSIYE EDILIR,1
tost makinesinden çok,1
Sıfır numara yok dik tutarak faullerimi düzeltmek istedim uçlarını kesmedi saç olarak denemedim ama sıfır numara kesmemesi canımı sıktı :)),2
Arkadaşlar dikkatle okuyun. Pc ürün açıklamalarında CS:GO oyununu görebilirsiniz. Bu özelliklerin daha altındaki bilgisayarda bu oyunu açabilecekken bu PC de oyun açar açmaz ekran grafikleri birbirine giriyor. 5 dk içinde ekran sarı bir renk alıp hiç bir işlem yapamaz hale geliyor. Yok ben internete giricem diyorsanız zaten bu kadar para vermeyin. Oyun oynayacak arkadaşlar bunu kesinlikle almasın. Tabi ki yazımı yayınlarlarsa...,0
Bataryası uzun süre gidiyor. Ses kalitesi iyi.Voice cancellation iyi değil. Gürültü yokken Sürekli bir ses var. Alış amacım gürültü gidermesiydi beklediğim seviyede değil.,0
Malzeme kaliteli duruşu albenisi gayet güzel. Kargo firması hariç kurulum ekibi gayet kibar ve ilgiliydi.,0
Apple ın en iyi telefon serisinden birisi bence bu, hala 2020 de bile rahatlıkla kullanılabilecek bir telefon şarjı da fena değil kamerası da iyi ayrıca S serisinin en iyilerinden tavsiye ederim 32 gb bana yetiyor.,1
Ürün kaliteli sorunsuz. Büyük bir aileyseniz daha büyük hacimlilerine bakabilirsiniz. Bizim için yeterli bir ürün.,1
1 yönleri: Görevini fazlasıyla yapıyor Çok güçlü,1
işlemci hızı düşük fiyatına göre normal tabiki ama daha yüksek bir hızda işlemci,almanızı tabivsiye ederim,2
Saat bozuk cikti sarzi yok zannettim acilmayinca ama gunlerdir tık yok calismayan oyuncak saat gonderilmis yaziklar olsun,0
Çayı çok güzel. Bazı çaycılarda demlenen çayların tadı kötü oluyor. Bu çaycıda sanki çelik çaydanlıkta demlenmiş kadar güzel. Almayı düşünenlere tavsiye ediyorum.,1
Tavsiye Ürünün üstü plastik kaplama ama diğer ürünlerin fiyatlarına nazaran kullanılabilir iyi bi ürün olduğunu gördüm.,1
Bulaşık makinasıyla berbar Çamaşır makinasıda aldım bulaşık makinam teslim edildi ama Çamaşır makinam bi türlü gönderilmiyor muhatapda bulamıyoruz şimdi tekrar sorum sordum bakalım nasıl bir cevap verecek,0
Sağlam ve hasarsız geldi kargodan. Henüz kullanmaya başlamadık ama görüntüsü güzel,1
Harika bir ürün, pahalı marka fırınlara çok para vermeye hiç gerek yok, şimdi denedim fırınım mis gibi pofuduk poğaçalar pişirdi teşekkürler Simfer.,1
Ses olarak süper hiçbir sorun yok ama dayanabilirlik için aynı şeyi söyleyemeyeceğim. Toplam 2 adet almıştım, birini geçen sene diğerini bu sene . İlkinin sağ kulakçığına ses gitmiyor artık garantiyede göndermedim . Sonra 2.sini aldım 2 3 ay kullandım kablodan bozukluk yapmaya başladı kendiliğinden müziği durdurup müziği hızlandırmaya başladı temassızlık yapıyor kablo kalitesi kötü . Bu kulaklığı sevdim çünkü ses kalitesi güzel ama birdaha kullanmayacağım. Özellikle spor yaparken kullanacaklar için kesinlikle öndermem burkulmalara karşı çok dayanıksız.,2
Ben ürünü burdaki yorumlara gore aldım fakat beş para etmez bir urun verdiğim paraya acıdım resmen hepa filtresi ve borusunun üzerindeki kumandalar cabuk bozuluyor resmen çöp bir urun tavsiye etmiyorum.,0
Ürün dün elime ulaştı. Fiyatına göre kaliteli. Fakat, lens ayarları zayıf, görüntü tam netlenmiyor ama izlenebilecek düzeyde. Altyazılı görüntü izlenmiyor, şaşı gösteriyor. Büyük telefonlara örn: 5,5 inch uyum iyi değil. Küçük telefonlarda daha iyi görüntü alıyorsunuz. Telefonu yerleştirme tepsisi üzerindeki vidalar telefonun arka kapağını çiziyor, o kısımlara bant yapıştırmanızı tavsiye ederim. Plastik ince ve aydınlık ortamda biraz ışık geçiriyor. En kötü yanı burun kısmı acayip acıtıyor. Ben pek beğenmedim. Fakat fiyatına göre iyi. Vr teknolojiye bir başlangıç için idare eder. Bu arada internetteki tanıtım videolarında gösterilen şeffaf film kutuda yok o ne işe yarıyor bilemiyorum. Fakat ürün fotoğrafında ne varsa hepsi kutuda var. Kumanda kullanımı pek zor değil, beğendim. 3d görüntü yok, hep 2 boyutlu görüntü mevcut. Genel manada beklentiler pek yüksek olmasın. Kargonun ücretsiz ve hızlı olması, ayrıca, fiyat performansı çok iyi. Teşekkürler hepsiburada.,0
Buradaki yorumlara bakarak ve de fiyatına aldanarak aldım ama pişman oldum. Öncelikle ürünün jöleden pek de bir farkı olduğu söylenemez. Tutuculuk evet var ama jölede de tutuculuk var, bu da jöle gibi zaten. Saçınız ince telli ise saç derisi görünüyor. Saça hacim kazandırmıyor, volume vermiyor, yeniden şekillendirilmiyor. Şekilllendirmeye çalıştığınız zaman jölede ne oluyorsa bunda da hemen hemen aynısı oluyor. Yapış yapış, cansız, kirli görünen ve kırık bir saç yumağı. Ayrıca mat değil parlak duruyor. Çok parlak değil ama doğal durmuyor. Saçta ağırlık da yapıyor. Yani bir Osis+ Flexwax etkisi bekliyorsanız boşuna beklemeyin. Bu arada kokusu o kadar da rahatsız etmiyor ama sürdükten saatler sonra bile aynı yoğunlukta kokuyor. Şahsen ben sevmedim. Bütçeniz kısıtlı değilse Hanz de Fuko, By Vilain... vb. ürünleri tavsiye ederim.,0
Ürünü Adana ilinden gönderimini yaptığı için haliyle normal süresinden 1 gün geç geliyor ürünler, satıcının anakart yerine usb wifi adaptörü yollaması cabası. Ürünün değişimini bir şekilde yaptırdım fakat banim 10 günüme mál oldu. Aceleniz varsa başka bir mağazayı tercih etmenizi tavsiye ederim.,0
Alalı 5 6 ay oldu fakat demirleri paslandı görünüşü güzel ama tencereyi karıştırırken bile tencere yerinden oynuyor. Acıkcası cok kullanışlı bulduğumu söyleyemeyeceğim.,0
gayet güzel bir ürün. bir sıkıntısı yok,1
Ürün 3. Kullanımımda bıçak oturan yeri kaydı ve plastiği eridi. Bence yüksek devir kaldıramıyor motoru hemen ısınıyor. Tavsiye etmiyorum.,0
Kaynanama en uzun gece kampanyasinda aldım!fiyat da gayet makuldu! Çok memnun kaldığını belirtti! Sessiz ve çekim gücü çok iyi!ben de philips kullanıyorum! Kesinlikle tavsiye ederim!,1
Bu ürüne çok iyi diyen arkadaşlar gerçekten kahve deneyiminizi merak ettim,makine resmen bir hüsran oldu benim için..filtre kahve çok tüketen biri olarak french presse geri döndüm .kahve cok soguk ve berbat süzüyor o kadar kahve boşuna gidiyor,0
Sakın ama sakın ALMAYIN.. 3 hafta dolmadan mikrofonu bozuldu. Ses berbat. Kulağa tam oturmuyor ve kalitesiz malzeme kullanmişlar 1 saat kulakta dursun kulağı çok agritiyor.. Paranıza boş yere çöpe atmayın derim.,0
ilgili firmada çanak tutuyor yurtiçi kargoya,0
Zaman ayarı ni yapamadım nasıl yapılıyor kardeşim hediye etti bana kullanma kılavuzu da yok yardımcı olurmusunuz,0
guzel cok memnun kaldik,1
Fiyat performans oranı kötü,0
urun 1 gün sonra geldi sıfır paketinde ve mükemmel tskr ederim,2
Samsung telefonları uzun zamandır kullanıyorum ve kullandıklarım arasında en hızlı olanı diyebilirim. kamera performansı için de aynı şeyi söyleyebilirim. çoklu lensi olduğundan dolayı odaklaması, netlemesi oldukça başarılı. böyle iyi olunca ister istemez çok fazla fotoğraf çekiyorsunuz. buna rağmen şarjı gün boyu yetiyor. ekranı da hem büyük hem de canlı ve parlak gösteriyor.,1
Ürünün bıçağı cikti,0
tam benim istedihim gibi bir tost makinesi,1
hayır kalitesiz,0
çok beğendim kullanımı rahat küçük yazmışlar ama ideal bence,1
Ürün elime 15 gunde geldi ayrıca ısıgı yanıyor ama suyu ısıtmıyor 30 dk bekledim hala aynı alırken dusunerek alın derim,0
kaliteli tavsiye ederim biraz sesli çalışıyor,1
Ürünü aldım ve kutusundan açtığımda , ürün çalışmıyordu. Diyecek söz bulamıyorum gerçekten.,0
En son çıkan modelini aldım 2 yıldır dyson kullaniyordum tam bir iskence gerek sesi gerek çekimi ancak yeni supurge philips kesinlikle tavsiye ederim tsk ler temiz evi tekrar supurdum nerdeyse haznesi doldu👌👌👌,1
ürün iyi sadece çok sesli çalışıyor.,1
kaliteli görüntüsü çok güzel teşekkürler,1
hızlı şarj etmiyorum Maalesef,0
4.yılında genleşme tankı su damlatmaya başladı. Kontrol kartını da tankın altına koymuşlar. O da su alınca bozulmuş. Meslek icabı kartı kendim tamir ettim. Ama tank değişimi 700 TL. Önceki evimdeki kombim Buderus tu. Onun da 4.yılında esanjörü delinmişti. Bu ikisinden mercedes değil şahin bile olmaz.,0
Ürün gayet güzel boyutları dört kişilik aile için yeterli 7 günde teslim ettiler,1
Ürünü aldığım ılk aylardan itibaren sıkmaya geçtiginde tamgırtı olduğunu fark ettim felaket bir ses servis çağirdim bir parça değiştiler 2 veye 3 ayinda daha 2 ciye servis çağirdım dangesiz diye on ayaklari değıştilen yine kesmedi 3 serviste makinayi götürdüler tam bilmiyorum ama tamburayı değiştiklerine söylediler yine ses kesilmesi yine servis çağırdim bu sefer bölge sorumlusu olarak kendini tanitan 2 kişi geldi baktilar makinayi açtilar bir kelepçe gibi birşeyin takılı olmadiğini gördüler taktılar tamam dediler malınaya birkaç eşya attık sesyok dediler ve gittiler ama normal şartlarda yıkama yaptiğımızda sesin kesimediğini farkettim KEŞKE BURDAN VİDYO ATMA ŞANSIM OLSA da bi dinleseniz her defasinda makinamın değışmesini talep ettim 1 senede 4 kere servis geldi şimdide koronodan dolayi gelmiyorlar garanti süresi bitince ben bu arzali 2 yillik makınayi cebimdenmi yaptıracam yetkililr bunu okurmu bimiyorum ama ne yapmam gerekiyor bunu alın değışık modelini farkini vereyim teklifini yaptım geri dönüş olmadı,0
Ürün hakkında çok şeyler yazmaya gerek yok. Kahve makinesinin markasında bile cafe adı geçiyor. Kahve denilince akla gelen ilk marka. Yaptıkları makinede beklentilerin ötesinde ve adlarına yakışır ölçüde. Boşuna dünya markası olmamışlar. Tavsiye ederim.,1
0 yönleri: Tekerleği kırık geldi ürün ayrıca faturası yoktu,0
Ürünü çok beğenmiyorum ama mağazadan teslim var sadece satın alamıyorum ama istiyorum ben bunu ya,1
Yorumlari okuyarak aldım fakat istediğim etkiyi alamadım. Ürün orijinal fakat beklediğim gibi değildi. Çünkü sertlik seviyesi çok düşük. Saçı tutmuyor. Ve yağlanma kısmında çok sıkıntı var. Evet saç o ğün pek yağlı durmuyor. Ama akşamı çıkarmaz. Ertesi gün zaten kesin yıkamanız lazım çünkü çok yağlı oluyor. Benim saçlarım zaten normalde de yağlı ama ben üründen memnun kalmadım. Buradan çıkarılacak sonuç bu ürünü Alacaklar yorumlara bakıp almasın.,0
ürün güzel fakat hasarlı geldi ve tepsiler yerine zor oturuyor.,0
heyecanla aldık.. Soğan ile başladık.. ama ne görelim tamamen eziyor.. hiç tavsiye etmem.. el Rondoları bundan daha iyi..,0
Ürün geldi kurulum yapılırken adam yapamadı sonra ana kart değişecek dedi.. ister makinayı değiştirelim ister ana kartı dedi.. 10 saattir mkina calışıyor kendi kendine pompa susmuyor Bende gıcık oldum mkinaya ... Değiştireceğim...,0
Hızlı kargo sağlam ürün fiyat uygun çok teşekkürler amazzon.,1
abi guzel gorunuyo ama mikrofon kotu kulaklik saglam ve guzel ancak mikrofon kotu,2
Bu fiyat bandında alınabilecek en iyi makinelerden. Öğrenci iseniz veya tek başınıza küçük bir evde yaşıyorsanız alabilirsiniz. Çekim gücü yeterli. Oldukça hafif, elime alıp supurüyorum. Hortumları çok ince plastikten. uç tarafından yırtıldı. yirtilan kısmı kesip yerine taktım. Hassas davranirsaniz işinizi görecektir.,1
Ürünün fiyatı mağazaya göre çok uygundu, ablam için aldım ve ablam çok beğendi, parçaları tam ve kaliteli,1
idare eder sadece teyp okumuyor nedendir bilmiyorum,0
Çok yavaş şarj ediyor.,2
Gerçekten çok sesli. 1 dakika sussa 15 dakka durmadan ses çıkarıyo. Kapağını iyice kapattığınıza emin olmanız gerekiyor. Hacim olarak fena değil.,2
Üründen memnunum teşekkür ederim.,1
mouse pad çok kötü üzerinden tüyler-dikişler mouse a takılıyor sürekli yorumlardaki gibi 30-40 liralık bir mousepad değil kesinlikle abartı. mouse fena değil ağır biraz. KARGO LEŞ MNG KARGO S2K,0
Ürün iyi fakat çok geç geldi.,2
